Crazyflie name,QTM packet timestamp (s),QTM_x (m),QTM_y (m),QTM_z (m),cf_yaw (°),QTM_vx (m/s),QTM_vy (m/s),QTM_vz (m/s),x_g (m),y_g (m),z_g (m),yaw_g (°),roll_c (°),pitch_c (°),yaw_rate_c (°/s),thrust_c (PWM) 
cf1_sim,45.36000000000149,-0.6701755322514651,-0.028846069363814994,0.4,29.800000000000797,0.23083674616054695,-0.36596605880502664,0.0,-0.3663608045192076,-0.3222003123040315,0.5,44.523875030896214,-0.6128784861382642,2.2783999729258246,-74,65000
cf1_sim,45.380000000001495,-0.6654442510883792,-0.03605141903373412,0.4,31.280000000000804,0.2365640581542948,-0.36026748349595633,0.0,-0.35743298074919466,-0.3223607618731051,0.5,46.03775291901132,-0.5984134984834949,2.2795071010755694,-74,65000
cf1_sim,45.4000000000015,-0.6606008263810479,-0.04314068400607867,0.4,32.76000000000081,0.24217123536656496,-0.3544632486172275,0.0,-0.34853927289684217,-0.3223306687175204,0.5,47.55420564689465,-0.5839931231998576,2.2805060324016115,-74,65000
cf1_sim,45.4200000000015,-0.6556477018303991,-0.0501118000633967,0.4,34.2400000000008,0.2476562275324374,-0.34855580286590143,0.0,-0.3396835441254668,-0.3221109310622029,0.5,49.07302248929259,-0.5696184758487004,2.281398092631193,-74,65000
cf1_sim,45.440000000001504,-0.6505873611525517,-0.05696275276855214,0.4,35.720000000000795,0.2530170338923748,-0.3425476352577718,0.0,-0.3308696379725148,-0.32170252450525927,0.5,50.59398829803892,-0.5552906419795282,2.2821846238543286,-74,65000
cf1_sim,45.46000000000151,-0.6454223270727982,-0.06369157825112491,0.4,37.20000000000079,0.2582517039876705,-0.33644127412863867,0.0,-0.32210137680466433,-0.321106501605559,0.5,52.116883866156066,-0.541010676834146,2.2828669838826574,-75,65000
cf1_sim,45.48000000000151,-0.640155160304083,-0.07029636397352249,0.4,38.70000000000079,0.2633583384357613,-0.33023928611987907,0.0,-0.3133825602815067,-0.3203239914394944,0.5,53.64148631058183,-0.5259824997768954,2.2836302872540926,-75,65000
cf1_sim,45.50000000000151,-0.6347884585103811,-0.07677524947649689,0.4,40.20000000000079,0.2683350896850945,-0.32394427514872043,0.0,-0.3047169638284212,-0.31935619912709867,0.5,55.16756947198201,-0.5110038154422836,2.2842820009220044,-75,65000
cf1_sim,45.52000000000152,-0.6293248552553962,-0.08312642710376945,0.4,41.70000000000079,0.2731801627492485,-0.3175588813636281,0.0,-0.29610833711925516,-0.31820440532771077,0.5,56.69490432996146,-0.4960756964924665,2.284823579070093,-75,65000
cf1_sim,45.54000000000152,-0.6237670189369959,-0.08934814270547396,0.4,43.200000000000784,0.27789181592001183,-0.31108578008522547,0.0,-0.28756040256941573,-0.31686996570538967,0.5,58.223259431854395,-0.4811991822218069,2.285256490358522,-75,65000
